timestamp,Month,Day,Hour,Minute,Hour_sin,Hour_cos,Minute_sin,Minute_cos,Day_of_week,Day_of_week_sin,Day_of_week_cos,Day_sin,Day_cos,Grid,next_outage_duration,outage_remaining_h,hours_until_outage,Load,Temperature_2m,Shortwave_radiation,Global_tilted_irradiance_instant,DAM_Price
2026-05-03 03:45:00,5,3,3,45,0.7071067811865475,0.7071067811865476,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,19.5,22.83,4.3945,0.0,0.0,
2026-05-03 04:00:00,5,3,4,0,0.8660254037844386,0.5000000000000001,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,19.25,24.04,3.9945002,0.0,0.0,
2026-05-03 04:15:00,5,3,4,15,0.8660254037844386,0.5000000000000001,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,19.0,21.55,3.9945002,0.0,0.0,
2026-05-03 04:30:00,5,3,4,30,0.8660254037844386,0.5000000000000001,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,18.75,20.65,3.9945002,0.0,0.0,
2026-05-03 04:45:00,5,3,4,45,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,18.5,26.11,3.9945002,0.0,0.0,
2026-05-03 05:00:00,5,3,5,0,0.9659258262890683,0.25881904510252074,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,18.25,22.73,4.0445,0.0,0.0,
2026-05-03 05:15:00,5,3,5,15,0.9659258262890683,0.25881904510252074,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,18.0,26.47,4.0445,0.0,0.0,
2026-05-03 05:30:00,5,3,5,30,0.9659258262890683,0.25881904510252074,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,17.75,20.77,4.0445,0.0,0.0,
2026-05-03 05:45:00,5,3,5,45,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,17.5,23.39,4.0445,0.0,0.0,
2026-05-03 06:00:00,5,3,6,0,1.0,6.123233995736766e-17,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,17.25,159.59,3.8944998,0.0,0.0,
2026-05-03 06:15:00,5,3,6,15,1.0,6.123233995736766e-17,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,17.0,21.23,3.8944998,0.0,0.0,
2026-05-03 06:30:00,5,3,6,30,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,16.75,24.98,3.8944998,0.0,0.0,
2026-05-03 06:45:00,5,3,6,45,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,16.5,24.23,3.8944998,0.0,0.0,
2026-05-03 07:00:00,5,3,7,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,16.25,25.81,4.3445,33.0,57.85392,
2026-05-03 07:15:00,5,3,7,15,0.9659258262890683,-0.25881904510252063,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,16.0,21.43,4.3445,33.0,57.85392,
2026-05-03 07:30:00,5,3,7,30,0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,15.75,23.03,4.3445,33.0,57.85392,
2026-05-03 07:45:00,5,3,7,45,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,15.5,24.98,4.3445,33.0,57.85392,
2026-05-03 08:00:00,5,3,8,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,15.25,121.49,6.9445,122.0,134.59828,
2026-05-03 08:15:00,5,3,8,15,0.8660254037844387,-0.4999999999999998,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,15.0,121.4,6.9445,122.0,134.59828,
2026-05-03 08:30:00,5,3,8,30,0.8660254037844387,-0.4999999999999998,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,14.75,125.54,6.9445,122.0,134.59828,
2026-05-03 08:45:00,5,3,8,45,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,14.5,152.56,6.9445,122.0,134.59828,
2026-05-03 09:00:00,5,3,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,14.25,124.89,10.3445,266.0,291.63345,
2026-05-03 09:15:00,5,3,9,15,0.7071067811865476,-0.7071067811865475,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,14.0,127.29,10.3445,266.0,291.63345,
2026-05-03 09:30:00,5,3,9,30,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,13.75,135.73,10.3445,266.0,291.63345,
2026-05-03 09:45:00,5,3,9,45,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,13.5,142.33,10.3445,266.0,291.63345,
2026-05-03 10:00:00,5,3,10,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,13.25,119.81,12.8945,455.0,514.92224,
2026-05-03 10:15:00,5,3,10,15,0.49999999999999994,-0.8660254037844387,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,13.0,140.78,12.8945,455.0,514.92224,
2026-05-03 10:30:00,5,3,10,30,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,12.75,159.88,12.8945,455.0,514.92224,
2026-05-03 10:45:00,5,3,10,45,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,12.5,137.88,12.8945,455.0,514.92224,
2026-05-03 11:00:00,5,3,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,12.25,135.3,14.6945,543.0,613.12427,
2026-05-03 11:15:00,5,3,11,15,0.258819045102521,-0.9659258262890682,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,12.0,129.36,14.6945,543.0,613.12427,
2026-05-03 11:30:00,5,3,11,30,0.258819045102521,-0.9659258262890682,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,11.75,137.26,14.6945,543.0,613.12427,
2026-05-03 11:45:00,5,3,11,45,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,11.5,151.2,14.6945,543.0,613.12427,
2026-05-03 12:00:00,5,3,12,0,1.2246467991473532e-16,-1.0,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,11.25,140.83,16.5945,686.0,789.87445,
2026-05-03 12:15:00,5,3,12,15,1.2246467991473532e-16,-1.0,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,11.0,129.14,16.5945,686.0,789.87445,
2026-05-03 12:30:00,5,3,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,10.75,271.45,16.5945,686.0,789.87445,
2026-05-03 12:45:00,5,3,12,45,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,10.5,125.47,16.5945,686.0,789.87445,
2026-05-03 13:00:00,5,3,13,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,10.25,125.07,17.8445,793.0,912.79865,
2026-05-03 13:15:00,5,3,13,15,-0.2588190451025208,-0.9659258262890683,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,10.0,131.13,17.8445,793.0,912.79865,
2026-05-03 13:30:00,5,3,13,30,-0.2588190451025208,-0.9659258262890683,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,9.75,142.8,17.8445,793.0,912.79865,
2026-05-03 13:45:00,5,3,13,45,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,9.5,154.05,17.8445,793.0,912.79865,
2026-05-03 14:00:00,5,3,14,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,9.25,124.51,18.6445,742.0,817.4515,
2026-05-03 14:15:00,5,3,14,15,-0.4999999999999997,-0.8660254037844388,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,9.0,129.37,18.6445,742.0,817.4515,
2026-05-03 14:30:00,5,3,14,30,-0.4999999999999997,-0.8660254037844388,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,8.75,160.94,18.6445,742.0,817.4515,
2026-05-03 14:45:00,5,3,14,45,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,8.5,128.61,18.6445,742.0,817.4515,
2026-05-03 15:00:00,5,3,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,8.25,159.13,19.2445,647.0,678.52057,
2026-05-03 15:15:00,5,3,15,15,-0.7071067811865471,-0.7071067811865479,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,8.0,150.32,19.2445,647.0,678.52057,
2026-05-03 15:30:00,5,3,15,30,-0.7071067811865471,-0.7071067811865479,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,7.75,145.53,19.2445,647.0,678.52057,
2026-05-03 15:45:00,5,3,15,45,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,7.5,138.78,19.2445,647.0,678.52057,
2026-05-03 16:00:00,5,3,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,7.25,137.41,19.9445,660.0,678.16595,
2026-05-03 16:15:00,5,3,16,15,-0.8660254037844384,-0.5000000000000004,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,7.0,152.77,19.9445,660.0,678.16595,
2026-05-03 16:30:00,5,3,16,30,-0.8660254037844384,-0.5000000000000004,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,6.75,157.44,19.9445,660.0,678.16595,
2026-05-03 16:45:00,5,3,16,45,-0.8660254037844384,-0.5000000000000004,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,6.5,151.06,19.9445,660.0,678.16595,
2026-05-03 17:00:00,5,3,17,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,6.25,128.92,20.2445,568.0,540.37354,
2026-05-03 17:15:00,5,3,17,15,-0.9659258262890683,-0.25881904510252063,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,6.0,151.98,20.2445,568.0,540.37354,
2026-05-03 17:30:00,5,3,17,30,-0.9659258262890683,-0.25881904510252063,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,5.75,125.97,20.2445,568.0,540.37354,
2026-05-03 17:45:00,5,3,17,45,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,5.5,129.97,20.2445,568.0,540.37354,
2026-05-03 18:00:00,5,3,18,0,-1.0,-1.8369701987210297e-16,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,5.25,133.48,20.0445,414.0,339.64957,
2026-05-03 18:15:00,5,3,18,15,-1.0,-1.8369701987210297e-16,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,5.0,154.35,20.0445,414.0,339.64957,
2026-05-03 18:30:00,5,3,18,30,-1.0,-1.8369701987210297e-16,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,4.75,141.55,20.0445,414.0,339.64957,
2026-05-03 18:45:00,5,3,18,45,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,4.5,148.53,20.0445,414.0,339.64957,
2026-05-03 19:00:00,5,3,19,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,4.25,24.58,19.4445,238.0,144.70712,
2026-05-03 19:15:00,5,3,19,15,-0.9659258262890684,0.2588190451025203,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,4.0,25.74,19.4445,238.0,144.70712,
2026-05-03 19:30:00,5,3,19,30,-0.9659258262890684,0.2588190451025203,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,3.75,21.52,19.4445,238.0,144.70712,
2026-05-03 19:45:00,5,3,19,45,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,3.5,22.78,19.4445,238.0,144.70712,
2026-05-03 20:00:00,5,3,20,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,3.25,23.6,18.2445,87.0,21.235075,
2026-05-03 20:15:00,5,3,20,15,-0.8660254037844386,0.5000000000000001,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,3.0,20.84,18.2445,87.0,21.235075,
2026-05-03 20:30:00,5,3,20,30,-0.8660254037844386,0.5000000000000001,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,2.75,25.72,18.2445,87.0,21.235075,
2026-05-03 20:45:00,5,3,20,45,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,2.5,26.84,18.2445,87.0,21.235075,
2026-05-03 21:00:00,5,3,21,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,2.25,26.4,15.0445,6.0,0.0,
2026-05-03 21:15:00,5,3,21,15,-0.7071067811865477,0.7071067811865474,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,2.0,20.7,15.0445,6.0,0.0,
2026-05-03 21:30:00,5,3,21,30,-0.7071067811865477,0.7071067811865474,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,1.75,23.31,15.0445,6.0,0.0,
2026-05-03 21:45:00,5,3,21,45,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,1.5,22.43,15.0445,6.0,0.0,
2026-05-03 22:00:00,5,3,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,1.25,22.0,13.0945,0.0,0.0,
2026-05-03 22:15:00,5,3,22,15,-0.5000000000000004,0.8660254037844384,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,1.0,25.43,13.0945,0.0,0.0,
2026-05-03 22:30:00,5,3,22,30,-0.5000000000000004,0.8660254037844384,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,0.75,22.67,13.0945,0.0,0.0,
2026-05-03 22:45:00,5,3,22,45,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,0.5,23.34,13.0945,0.0,0.0,
2026-05-03 23:00:00,5,3,23,0,-0.25881904510252157,0.9659258262890681,0.0,1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.25,0.0,0.25,26.28,11.5445,0.0,0.0,
2026-05-03 23:15:00,5,3,23,15,-0.25881904510252157,0.9659258262890681,1.0,2.83276944882399e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,0,0.25,0.25,0.0,27.48,11.5445,0.0,0.0,
2026-05-03 23:30:00,5,3,23,30,-0.25881904510252157,0.9659258262890681,5.66553889764798e-16,-1.0,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.0,0.0,24.0,21.2,11.5445,0.0,0.0,
2026-05-03 23:45:00,5,3,23,45,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,7,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763,1,0.0,0.0,24.0,176.93,11.5445,0.0,0.0,
